id,amount,activities_time,source
3172,150,2019-12-25,Credit Sale
5260,150,2019-11-13,Credit Sale
5260,42840,2019-11-13,Credit Sale
5260,3000,2019-11-13,Credit Sale
5260,240,2019-11-14,Credit Sale
5260,30,2019-12-08,Credit Sale
1485,28500,2019-11-19,Credit Sale
3172,45,2019-12-23,Credit Sale
3172,120,2019-12-20,Credit Sale
3461,6000,2019-12-23,Credit Sale
3461,6000,2019-12-23,Credit Sale
3461,16200,2019-12-23,Credit Sale
3461,255,2019-12-27,Credit Sale
3461,6600,2019-12-28,Credit Sale
3461,465,2019-12-31,Credit Sale
3461,450,2019-12-31,Credit Sale
3461,900,2019-12-31,Credit Sale
3461,3000,2019-12-31,Credit Sale
3461,1440,2019-12-31,Credit Sale
3461,4929,2019-12-31,Credit Sale
3461,52.5,2019-12-31,Credit Sale
3461,1125,2019-12-31,Credit Sale
3461,165,2019-12-31,Credit Sale
3461,765,2019-12-31,Credit Sale
3461,435,2019-12-31,Credit Sale
3461,3141,2020-01-04,Credit Sale
3461,150,2020-01-05,Credit Sale
3461,75,2020-01-05,Credit Sale
3461,3000,2020-01-06,Credit Sale
3461,5580,2020-01-08,Credit Sale
3461,6000,2020-01-08,Credit Sale
3461,6000,2020-01-12,Credit Sale
3461,1200,2020-01-15,Credit Sale
3461,330,2020-01-20,Credit Sale
3461,165,2020-01-20,Credit Sale
3461,3300,2020-01-20,Credit Sale
3461,1875,2020-01-23,Credit Sale
3461,300,2020-01-23,Credit Sale
3461,1500,2020-01-23,Credit Sale
5055,1500,2020-01-10,Credit Sale
5055,3000,2020-01-10,Credit Sale
5055,21702,2020-01-10,Credit Sale
5055,3000,2020-01-10,Credit Sale
5055,21600,2020-01-10,Credit Sale
5055,20790,2020-01-10,Credit Sale
5055,63609,2020-01-10,Credit Sale
5055,75000,2020-01-10,Credit Sale
5055,6000,2020-01-10,Credit Sale
5055,2514,2020-01-10,Credit Sale
5055,1050,2020-01-10,Credit Sale
5055,4500,2020-01-10,Credit Sale
5055,255,2020-01-10,Credit Sale
5055,2169,2020-01-10,Credit Sale
5055,300,2020-01-10,Credit Sale
5055,228,2020-01-10,Credit Sale
5055,900,2020-01-10,Credit Sale
5055,2400,2020-01-10,Credit Sale
5055,15000,2020-01-10,Credit Sale
5055,7500,2020-01-10,Credit Sale
5055,1260,2020-01-10,Credit Sale
5055,1260,2020-01-10,Credit Sale
5055,27219,2020-01-10,Credit Sale
5055,7008,2020-01-10,Credit Sale
5055,75000,2020-01-10,Credit Sale
5055,75000,2020-01-10,Credit Sale
5055,60000,2020-01-10,Credit Sale
5055,15000,2020-01-10,Credit Sale
5055,60000,2020-01-10,Credit Sale
5055,870,2020-01-10,Credit Sale
5055,5700,2020-01-10,Credit Sale
5055,3000,2020-01-10,Credit Sale
5055,3000,2020-01-10,Credit Sale
5055,150,2020-01-10,Credit Sale
5055,30000,2020-01-10,Credit Sale
5055,150,2020-01-10,Credit Sale
5055,4590,2020-01-10,Credit Sale
5055,6000,2020-01-12,Credit Sale
5055,651,2020-01-12,Credit Sale
5055,600,2020-01-14,Credit Sale
5055,2865,2020-01-14,Credit Sale
5055,300,2020-01-15,Credit Sale
5055,708,2020-01-18,Credit Sale
5055,1563,2020-01-18,Credit Sale
5055,1140,2020-01-18,Credit Sale
5055,804,2020-01-18,Credit Sale
5055,9000,2020-01-22,Credit Sale
5055,909,2020-01-22,Credit Sale
5055,540,2020-01-22,Credit Sale
5055,420,2020-01-22,Credit Sale
5055,300,2020-01-22,Credit Sale
5055,300,2020-01-22,Credit Sale
4021,360,2019-12-27,Credit Sale
4021,36804,2019-12-27,Credit Sale
4021,50898,2019-12-27,Credit Sale
5226,1500,2019-11-19,Credit Sale
5226,2520,2019-11-19,Credit Sale
5226,15,2019-12-28,Credit Sale
5226,10650,2019-12-28,Credit Sale
5226,5220,2019-12-28,Credit Sale
5226,570,2019-12-28,Credit Sale
5226,5850,2019-12-28,Credit Sale
5226,47355,2019-12-28,Credit Sale
5226,150,2019-12-28,Credit Sale
5226,6000,2019-12-28,Credit Sale
5226,37500,2019-12-28,Credit Sale
5226,79200,2019-12-28,Credit Sale
5226,75000,2019-12-28,Credit Sale
5226,5700,2019-12-28,Credit Sale
5226,351,2019-12-28,Credit Sale
5226,870,2019-12-29,Credit Sale
5226,2685,2019-12-29,Credit Sale
5226,324,2019-12-29,Credit Sale
5226,1980,2019-12-29,Credit Sale
5226,900,2019-12-29,Credit Sale
5226,3,2019-12-29,Credit Sale
5226,2580,2019-12-29,Credit Sale
5226,75000,2019-12-29,Credit Sale
5226,1350,2019-12-29,Credit Sale
5226,621,2019-12-29,Credit Sale
5226,6000,2019-12-29,Credit Sale
5226,600,2019-12-29,Credit Sale
5226,1800,2019-12-29,Credit Sale
5226,450,2019-12-29,Credit Sale
5226,627,2019-12-29,Credit Sale
5226,3000,2019-12-29,Credit Sale
5226,1200,2019-12-30,Credit Sale
5226,2874,2019-12-30,Credit Sale
5226,327,2019-12-30,Credit Sale
5226,15000,2019-12-30,Credit Sale
5226,30000,2019-12-30,Credit Sale
5226,90,2019-12-30,Credit Sale
5226,930,2019-12-30,Credit Sale
5226,3000,2019-12-30,Credit Sale
5226,12000,2019-12-30,Credit Sale
5226,1500,2019-12-30,Credit Sale
5226,105,2019-12-31,Credit Sale
5226,6705,2019-12-31,Credit Sale
5226,22602,2019-12-31,Credit Sale
5226,12702,2019-12-31,Credit Sale
5226,2310,2019-12-31,Credit Sale
5226,22857,2019-12-31,Credit Sale
5226,32697,2019-12-31,Credit Sale
5226,720,2019-12-31,Credit Sale
5226,15000,2019-12-31,Credit Sale
5226,1140,2019-12-31,Credit Sale
5226,34947,2019-12-31,Credit Sale
5226,4191,2019-12-31,Credit Sale
5226,15000,2019-12-31,Credit Sale
5226,1500,2019-12-31,Credit Sale
5226,300,2019-12-31,Credit Sale
5226,30000,2020-01-01,Credit Sale
5226,6600,2020-01-01,Credit Sale
5226,30000,2020-01-01,Credit Sale
5226,26409,2020-01-01,Credit Sale
5226,33240,2020-01-01,Credit Sale
5226,6000,2020-01-01,Credit Sale
5226,930,2020-01-01,Credit Sale
5226,9000,2020-01-01,Credit Sale
5226,3084,2020-01-02,Credit Sale
5226,6900,2020-01-02,Credit Sale
5226,75000,2020-01-02,Credit Sale
5226,3045,2020-01-02,Credit Sale
5226,90,2020-01-02,Credit Sale
5226,15000,2020-01-02,Credit Sale
5226,1950,2020-01-02,Credit Sale
5226,240,2020-01-03,Credit Sale
5226,1500,2020-01-03,Credit Sale
5226,45,2020-01-03,Credit Sale
5226,450,2020-01-03,Credit Sale
5226,3,2020-01-03,Credit Sale
5226,45000,2020-01-03,Credit Sale
5226,4239,2020-01-03,Credit Sale
5226,6000,2020-01-03,Credit Sale
5226,15000,2020-01-03,Credit Sale
5226,150,2020-01-03,Credit Sale
5226,2631,2020-01-05,Credit Sale
5226,2775,2020-01-05,Credit Sale
5226,2925,2020-01-05,Credit Sale
5226,282,2020-01-05,Credit Sale
5226,360,2020-01-05,Credit Sale
5226,15000,2020-01-05,Credit Sale
5226,66270,2020-01-06,Credit Sale
5226,630,2020-01-06,Credit Sale
5226,12240,2020-01-06,Credit Sale
5226,150,2020-01-06,Credit Sale
5226,90,2020-01-06,Credit Sale
5226,15000,2020-01-06,Credit Sale
5226,12240,2020-01-06,Credit Sale
5226,780,2020-01-06,Credit Sale
5226,15000,2020-01-06,Credit Sale
5226,67131,2020-01-07,Credit Sale
5226,9000,2020-01-07,Credit Sale
5226,900,2020-01-07,Credit Sale
5226,12240,2020-01-07,Credit Sale
5226,6000,2020-01-07,Credit Sale
5226,864,2020-01-08,Credit Sale
5226,980.61,2020-01-09,Credit Sale
5226,9,2020-01-09,Credit Sale
5226,120,2020-01-09,Credit Sale
5226,3000,2020-01-09,Credit Sale
5226,150,2020-01-09,Credit Sale
5226,3000,2020-01-10,Credit Sale
5226,90,2020-01-10,Credit Sale
5226,150,2020-01-11,Credit Sale
5226,576,2020-01-11,Credit Sale
5226,360,2020-01-12,Credit Sale
5226,6000,2020-01-12,Credit Sale
5226,18360,2020-01-13,Credit Sale
5226,1530,2020-01-13,Credit Sale
5226,15000,2020-01-14,Credit Sale
5226,282,2020-01-15,Credit Sale
5226,162,2020-01-15,Credit Sale
5226,3000,2020-01-15,Credit Sale
5226,12000,2020-01-15,Credit Sale
5226,720,2020-01-16,Credit Sale
5226,3720,2020-01-16,Credit Sale
5226,4755,2020-01-16,Credit Sale
5226,117,2020-01-17,Credit Sale
5226,240,2020-01-17,Credit Sale
5226,150,2020-01-17,Credit Sale
5226,162,2020-01-17,Credit Sale
5226,15000,2020-01-17,Credit Sale
5226,90,2020-01-17,Credit Sale
5226,30,2020-01-18,Credit Sale
5226,60,2020-01-18,Credit Sale
5226,282,2020-01-18,Credit Sale
5226,282,2020-01-18,Credit Sale
5226,1950,2020-01-18,Credit Sale
5226,3000,2020-01-18,Credit Sale
5226,330,2020-01-18,Credit Sale
5226,10050,2020-01-18,Credit Sale
5226,150,2020-01-19,Credit Sale
5226,15000,2020-01-21,Credit Sale
5226,324,2020-01-22,Credit Sale
5226,300,2020-01-22,Credit Sale
5226,327,2020-01-22,Credit Sale
5226,1260,2020-01-22,Credit Sale
5226,15000,2020-01-22,Credit Sale
5226,597,2020-01-23,Credit Sale
5226,3000,2020-01-23,Credit Sale
3722,2955,2019-12-24,Credit Sale
3722,60,2019-12-24,Credit Sale
3722,4320,2019-12-24,Credit Sale
3722,120,2019-12-24,Credit Sale
3722,4194,2019-12-24,Credit Sale
3722,2559,2019-12-24,Credit Sale
3722,135,2019-12-24,Credit Sale
3722,180,2019-12-24,Credit Sale
3722,150,2019-12-24,Credit Sale
3722,165,2019-12-25,Credit Sale
3722,15,2019-12-25,Credit Sale
3722,219,2019-12-25,Credit Sale
3722,75,2019-12-26,Credit Sale
3722,300,2019-12-26,Credit Sale
3722,2019,2019-12-26,Credit Sale
3722,1800,2019-12-26,Credit Sale
3722,300,2019-12-26,Credit Sale
3722,6930,2019-12-26,Credit Sale
3722,825,2019-12-26,Credit Sale
3722,300,2019-12-27,Credit Sale
3722,120,2019-12-27,Credit Sale
3722,60,2019-12-27,Credit Sale
3722,57,2019-12-27,Credit Sale
3722,900,2019-12-28,Credit Sale
3722,30,2019-12-29,Credit Sale
3722,870,2019-12-31,Credit Sale
3722,75,2019-12-31,Credit Sale
3722,1050,2020-01-02,Credit Sale
3722,1050,2020-01-04,Credit Sale
3722,165,2020-01-04,Credit Sale
3722,690,2020-01-08,Credit Sale
3722,60,2020-01-09,Credit Sale
3722,240,2020-01-11,Credit Sale
3722,1260,2020-01-11,Credit Sale
3722,630,2020-01-11,Credit Sale
3722,1500,2020-01-13,Credit Sale
3722,2310,2020-01-18,Credit Sale
3722,180,2020-01-18,Credit Sale
3722,390,2020-01-23,Credit Sale
3722,1800,2020-01-23,Credit Sale
2283,864,2019-12-13,Credit Sale
2283,18000,2019-12-13,Credit Sale
2283,2703,2019-12-14,Credit Sale
2283,1200,2019-12-14,Credit Sale
2283,345,2019-12-14,Credit Sale
2283,864,2019-12-21,Credit Sale
2283,51,2019-12-21,Credit Sale
2283,30600,2019-12-21,Credit Sale
2283,1464,2019-12-21,Credit Sale
2283,4500,2019-12-21,Credit Sale
8323,1332,2015-01-24,Credit Sale
8323,90,2015-01-24,Credit Sale
8323,270,2015-01-24,Credit Sale
6463,64350,2019-12-10,Credit Sale
6463,600,2019-12-10,Credit Sale
6463,162,2019-12-15,Credit Sale
6463,150,2019-12-21,Credit Sale
2512,222,2019-12-13,Credit Sale
2512,5580,2019-12-13,Credit Sale
2512,1689,2019-12-13,Credit Sale
2512,11580,2019-12-13,Credit Sale
2512,27606,2019-12-13,Credit Sale
2512,3120,2019-12-13,Credit Sale
2512,4290,2019-12-13,Credit Sale
2512,360,2019-12-13,Credit Sale
2512,831,2019-12-13,Credit Sale
2512,300,2019-12-13,Credit Sale
2512,8640,2019-12-13,Credit Sale
2512,438,2019-12-13,Credit Sale
2512,4650,2019-12-13,Credit Sale
2512,1500,2019-12-13,Credit Sale
2512,1050,2019-12-13,Credit Sale
2512,9000,2019-12-13,Credit Sale
2512,2160,2019-12-13,Credit Sale
2512,11871,2019-12-13,Credit Sale
2512,4617,2019-12-13,Credit Sale
2512,4050,2019-12-13,Credit Sale
2512,537,2019-12-13,Credit Sale
2512,690,2019-12-13,Credit Sale
2512,15666,2019-12-13,Credit Sale
2512,38724,2019-12-13,Credit Sale
2512,5847,2019-12-13,Credit Sale
2512,1260,2019-12-13,Credit Sale
2512,2775,2019-12-13,Credit Sale
2512,1875,2019-12-13,Credit Sale
2512,1980,2019-12-13,Credit Sale
2512,4341,2019-12-13,Credit Sale
2512,1050,2019-12-13,Credit Sale
2512,1515,2019-12-13,Credit Sale
2512,4170,2019-12-13,Credit Sale
2512,6150,2019-12-13,Credit Sale
2512,1080,2019-12-13,Credit Sale
2512,4362,2019-12-13,Credit Sale
2512,540,2019-12-13,Credit Sale
2512,2160,2019-12-13,Credit Sale
2512,5124,2019-12-13,Credit Sale
2512,6000,2019-12-13,Credit Sale
2512,660,2019-12-13,Credit Sale
2512,450,2019-12-14,Credit Sale
2512,3480,2019-12-14,Credit Sale
2512,18150,2019-12-15,Credit Sale
2512,1215,2019-12-15,Credit Sale
2512,630,2019-12-16,Credit Sale
2512,1104,2019-12-16,Credit Sale
2512,2088,2019-12-16,Credit Sale
6463,60000,2019-12-25,Credit Sale
6463,150,2019-12-29,Credit Sale
6463,450,2020-01-03,Credit Sale
6463,870,2020-01-15,Credit Sale
6463,1197,2020-01-16,Credit Sale
4610,600,2020-01-01,Credit Sale
4610,59400,2020-01-01,Credit Sale
4610,84000,2020-01-01,Credit Sale
4610,75000,2020-01-01,Credit Sale
4610,600,2020-01-01,Credit Sale
4610,300,2020-01-01,Credit Sale
4610,15,2020-01-01,Credit Sale
4610,7500,2020-01-01,Credit Sale
4610,4200,2020-01-01,Credit Sale
4610,6,2020-01-01,Credit Sale
4610,6,2020-01-01,Credit Sale
4610,15,2020-01-01,Credit Sale
4610,15,2020-01-01,Credit Sale
4610,300,2020-01-01,Credit Sale
4610,2250,2020-01-02,Credit Sale
4610,12606,2020-01-02,Credit Sale
4610,22500,2020-01-02,Credit Sale
4610,44100,2020-01-02,Credit Sale
4610,600,2020-01-02,Credit Sale
5001,6300,2019-12-11,Credit Sale
5001,23250,2019-12-11,Credit Sale
5001,30000,2019-12-11,Credit Sale
5001,3000,2019-12-11,Credit Sale
5001,5100,2019-12-11,Credit Sale
5001,3000,2019-12-13,Credit Sale
5001,28500,2019-12-13,Credit Sale
5001,6600,2019-12-14,Credit Sale
5001,3000,2019-12-14,Credit Sale
5001,3000,2019-12-14,Credit Sale
5001,10200,2019-12-15,Credit Sale
5001,1500,2019-12-15,Credit Sale
5001,15000,2019-12-15,Credit Sale
5001,5100,2019-12-15,Credit Sale
5001,30000,2019-12-16,Credit Sale
5001,3000,2019-12-16,Credit Sale
5001,3000,2019-12-16,Credit Sale
5001,8100,2019-12-16,Credit Sale
5001,5700,2019-12-16,Credit Sale
5001,6000,2019-12-16,Credit Sale
5001,9000,2019-12-16,Credit Sale
5001,1500,2019-12-16,Credit Sale
5001,1500,2019-12-16,Credit Sale
5001,3000,2019-12-16,Credit Sale
5001,3000,2019-12-17,Credit Sale
5001,3900,2019-12-17,Credit Sale
5001,9000,2019-12-17,Credit Sale
5001,3000,2019-12-18,Credit Sale
5001,15000,2019-12-18,Credit Sale
5001,14250,2019-12-18,Credit Sale
5001,8820,2019-12-18,Credit Sale
5001,14250,2019-12-18,Credit Sale
5001,6900,2019-12-19,Credit Sale
5001,8550,2019-12-19,Credit Sale
5001,9000,2019-12-19,Credit Sale
5001,5700,2019-12-21,Credit Sale
5001,11250,2019-12-21,Credit Sale
5001,30000,2019-12-21,Credit Sale
5001,3000,2019-12-21,Credit Sale
5001,12150,2019-12-22,Credit Sale
5001,8700,2019-12-22,Credit Sale
5001,3000,2019-12-22,Credit Sale
5001,6600,2019-12-23,Credit Sale
5001,15000,2019-12-23,Credit Sale
5001,7200,2019-12-24,Credit Sale
5001,30000,2019-12-24,Credit Sale
5001,5700,2019-12-24,Credit Sale
5001,5700,2019-12-24,Credit Sale
5001,14250,2019-12-25,Credit Sale
5001,600,2019-12-25,Credit Sale
5001,9000,2019-12-27,Credit Sale
5001,5400,2019-12-27,Credit Sale
5001,5700,2019-12-27,Credit Sale
5001,8100,2019-12-28,Credit Sale
5001,6900,2019-12-28,Credit Sale
5001,3450,2019-12-28,Credit Sale
5001,14250,2019-12-31,Credit Sale
5001,6000,2019-12-31,Credit Sale
5001,3000,2019-12-31,Credit Sale
5001,3000,2019-12-31,Credit Sale
5001,15000,2019-12-31,Credit Sale
5001,5700,2020-01-01,Credit Sale
5001,4500,2020-01-01,Credit Sale
5001,3000,2020-01-01,Credit Sale
5001,15000,2020-01-02,Credit Sale
5001,8550,2020-01-03,Credit Sale
5001,11250,2020-01-03,Credit Sale
5001,3000,2020-01-04,Credit Sale
5001,300,2020-01-04,Credit Sale
5001,7200,2020-01-04,Credit Sale
5001,1200,2020-01-04,Credit Sale
5001,2700,2020-01-04,Credit Sale
5001,28500,2020-01-05,Credit Sale
5001,3000,2020-01-05,Credit Sale
5001,6000,2020-01-05,Credit Sale
5001,1500,2020-01-06,Credit Sale
5001,6000,2020-01-06,Credit Sale
5001,1500,2020-01-06,Credit Sale
5001,8550,2020-01-06,Credit Sale
5001,3000,2020-01-06,Credit Sale
5001,7200,2020-01-06,Credit Sale
5001,3000,2020-01-07,Credit Sale
5001,1500,2020-01-07,Credit Sale
5001,3000,2020-01-07,Credit Sale
5001,30000,2020-01-07,Credit Sale
5001,1500,2020-01-08,Credit Sale
5001,6000,2020-01-08,Credit Sale
5001,3600,2020-01-09,Credit Sale
5001,6300,2020-01-09,Credit Sale
5001,7500,2020-01-09,Credit Sale
5001,11700,2020-01-09,Credit Sale
5001,1950,2020-01-09,Credit Sale
5001,7500,2020-01-09,Credit Sale
5001,9000,2020-01-10,Credit Sale
5001,1500,2020-01-10,Credit Sale
5001,30000,2020-01-10,Credit Sale
5001,3000,2020-01-10,Credit Sale
5001,3900,2020-01-11,Credit Sale
5001,6900,2020-01-11,Credit Sale
5001,5700,2020-01-12,Credit Sale
5001,3000,2020-01-13,Credit Sale
5001,5700,2020-01-13,Credit Sale
5001,14400,2020-01-13,Credit Sale
5001,9000,2020-01-13,Credit Sale
5001,1500,2020-01-13,Credit Sale
5001,9000,2020-01-14,Credit Sale
5001,3300,2020-01-14,Credit Sale
5001,9000,2020-01-14,Credit Sale
5001,2250,2020-01-14,Credit Sale
5001,3300,2020-01-14,Credit Sale
5001,4800,2020-01-15,Credit Sale
5001,3000,2020-01-15,Credit Sale
5001,900,2020-01-16,Credit Sale
5001,3600,2020-01-16,Credit Sale
5001,900,2020-01-16,Credit Sale
5001,7500,2020-01-16,Credit Sale
5001,5700,2020-01-16,Credit Sale
5001,1500,2020-01-16,Credit Sale
5001,300,2020-01-16,Credit Sale
5001,15000,2020-01-16,Credit Sale
5001,15000,2020-01-16,Credit Sale
5001,1500,2020-01-16,Credit Sale
5001,8100,2020-01-18,Credit Sale
5001,7500,2020-01-19,Credit Sale
5001,10350,2020-01-19,Credit Sale
5001,2100,2020-01-19,Credit Sale
5001,1200,2020-01-20,Credit Sale
5001,4200,2020-01-20,Credit Sale
5001,15000,2020-01-20,Credit Sale
5001,1500,2020-01-20,Credit Sale
5001,3000,2020-01-20,Credit Sale
5001,6900,2020-01-20,Credit Sale
5001,6000,2020-01-20,Credit Sale
5001,1500,2020-01-20,Credit Sale
5001,1500,2020-01-20,Credit Sale
5001,8700,2020-01-21,Credit Sale
5001,1500,2020-01-21,Credit Sale
5001,8100,2020-01-21,Credit Sale
5001,3000,2020-01-22,Credit Sale
5001,14250,2020-01-22,Credit Sale
5001,3000,2020-01-22,Credit Sale
5001,3000,2020-01-22,Credit Sale
5001,1500,2020-01-22,Credit Sale
5001,300,2020-01-22,Credit Sale
5001,3600,2020-01-23,Credit Sale
5001,2400,2020-01-23,Credit Sale
1248,1800,2019-11-13,Credit Sale
1248,1170,2019-11-13,Credit Sale
3699,1350,2019-12-24,Credit Sale
3699,20400,2019-12-24,Credit Sale
3699,6324,2019-12-24,Credit Sale
3699,4890,2019-12-24,Credit Sale
3699,2910,2019-12-24,Credit Sale
3699,1140,2019-12-24,Credit Sale
3699,2760,2019-12-24,Credit Sale
3699,3138,2019-12-24,Credit Sale
3699,1920,2019-12-24,Credit Sale
3699,5580,2019-12-24,Credit Sale
3699,5775,2019-12-24,Credit Sale
3699,2070,2019-12-24,Credit Sale
3699,1470,2019-12-24,Credit Sale
3699,9714,2019-12-24,Credit Sale
3699,3870,2019-12-24,Credit Sale
3699,690,2019-12-24,Credit Sale
3699,10200,2019-12-24,Credit Sale
3699,7995,2019-12-24,Credit Sale
3699,6930,2019-12-24,Credit Sale
3699,17760,2019-12-24,Credit Sale
3699,1500,2019-12-24,Credit Sale
3699,1860,2019-12-24,Credit Sale
3699,1740,2019-12-24,Credit Sale
3699,1680,2019-12-24,Credit Sale
3699,6735,2019-12-24,Credit Sale
3699,2085,2019-12-24,Credit Sale
3699,1500,2019-12-24,Credit Sale
3699,1071,2019-12-24,Credit Sale
3699,1890,2019-12-24,Credit Sale
3699,2790,2019-12-24,Credit Sale
3699,7845,2019-12-24,Credit Sale
3699,1260,2019-12-24,Credit Sale
3699,1350,2019-12-24,Credit Sale
3699,4500,2019-12-24,Credit Sale
3699,3000,2019-12-24,Credit Sale
3699,6855,2019-12-24,Credit Sale
3699,1410,2019-12-24,Credit Sale
3699,6750,2019-12-24,Credit Sale
3699,1410,2019-12-24,Credit Sale
3699,600,2019-12-24,Credit Sale
3699,660,2019-12-24,Credit Sale
3699,90,2019-12-24,Credit Sale
3699,150,2019-12-25,Credit Sale
3699,7200,2019-12-25,Credit Sale
3699,3000,2019-12-25,Credit Sale
3699,435,2019-12-27,Credit Sale
3699,240,2019-12-29,Credit Sale
3699,1560,2019-12-31,Credit Sale
3699,540,2019-12-31,Credit Sale
3699,900,2019-12-31,Credit Sale
3699,210,2020-01-02,Credit Sale
3699,90,2020-01-04,Credit Sale
3699,450,2020-01-16,Credit Sale
3699,150,2020-01-16,Credit Sale
3699,3780,2020-01-17,Credit Sale
3699,1500,2020-01-20,Credit Sale
3699,3570,2020-01-20,Credit Sale
3699,2610,2020-01-20,Credit Sale
3699,1260,2020-01-20,Credit Sale
3699,3036,2020-01-20,Credit Sale
3699,90,2020-01-20,Credit Sale
5403,45000,2020-01-12,Credit Sale
8367,1500,2019-11-18,Credit Sale
8367,4095,2019-11-18,Credit Sale
2040,16665,2019-11-28,Credit Sale
1248,2250,2019-11-13,Credit Sale
1248,630,2019-11-13,Credit Sale
1248,2406,2019-11-13,Credit Sale
1248,30,2019-11-13,Credit Sale
1248,720,2019-11-13,Credit Sale
1248,795,2019-11-13,Credit Sale
1248,720,2019-11-13,Credit Sale
1248,240,2019-11-13,Credit Sale
1248,300,2019-11-13,Credit Sale
1248,780,2019-11-13,Credit Sale
1248,2865,2019-11-13,Credit Sale
1248,600,2019-11-13,Credit Sale
1248,864,2019-11-13,Credit Sale
1248,90,2019-11-14,Credit Sale
1248,180,2019-11-14,Credit Sale
1248,126,2019-11-14,Credit Sale
1248,30,2019-11-14,Credit Sale
1248,150,2019-11-14,Credit Sale
1248,120,2019-11-14,Credit Sale
1493,330,2019-11-22,Credit Sale
1493,972,2019-11-22,Credit Sale
1493,15300,2019-11-23,Credit Sale
1493,420,2019-11-23,Credit Sale
1493,612,2019-11-28,Credit Sale
1493,480,2019-12-12,Credit Sale
1493,60,2019-12-16,Credit Sale
1493,60,2019-12-16,Credit Sale
1493,960,2020-01-12,Credit Sale
1493,150,2020-01-12,Credit Sale
1248,4875,2019-11-13,Credit Sale
1248,90,2019-11-15,Credit Sale
1248,864,2019-11-15,Credit Sale
1248,150,2019-11-15,Credit Sale
1248,30,2019-12-02,Credit Sale
1493,864,2020-01-12,Credit Sale
1493,300,2020-01-12,Credit Sale
3320,1440,2019-12-20,Credit Sale
8532,150,2019-11-20,Credit Sale
1248,120,2019-11-13,Credit Sale
1248,600,2019-12-11,Credit Sale
1248,330,2019-12-19,Credit Sale
1248,315,2019-12-20,Credit Sale
1248,600,2019-12-21,Credit Sale
1248,864,2019-12-21,Credit Sale
1248,300,2019-12-21,Credit Sale
1248,90,2019-12-23,Credit Sale
1248,1554,2019-12-23,Credit Sale
1248,591,2019-12-23,Credit Sale
1248,150,2019-12-23,Credit Sale
1248,1890,2019-12-23,Credit Sale
1248,729,2019-12-23,Credit Sale
1248,1092,2019-12-23,Credit Sale
1248,600,2019-12-23,Credit Sale
1248,600,2019-12-23,Credit Sale
1248,738,2019-12-23,Credit Sale
1248,8388,2019-12-23,Credit Sale
1248,3222,2019-12-23,Credit Sale
1248,120,2019-12-24,Credit Sale
1248,600,2019-12-24,Credit Sale
1248,591,2019-12-24,Credit Sale
1248,150,2019-12-25,Credit Sale
1248,180,2019-12-25,Credit Sale
1248,3870,2019-12-25,Credit Sale
1248,150,2019-12-26,Credit Sale
1248,1755,2019-12-26,Credit Sale
1248,4500,2019-12-26,Credit Sale
1248,120,2019-12-26,Credit Sale
1248,1110,2019-12-28,Credit Sale
1248,180,2019-12-28,Credit Sale
1248,75,2019-12-29,Credit Sale
1248,300,2019-12-29,Credit Sale
1248,150,2019-12-30,Credit Sale
1248,630,2019-12-31,Credit Sale
1248,750,2019-12-31,Credit Sale
1248,120,2019-12-31,Credit Sale
1248,300,2019-12-31,Credit Sale
1248,300,2019-12-31,Credit Sale
1248,210,2019-12-31,Credit Sale
1248,90,2019-12-31,Credit Sale
1248,600,2020-01-01,Credit Sale
1248,300,2020-01-01,Credit Sale
1248,120,2020-01-01,Credit Sale
1248,1344,2020-01-02,Credit Sale
1248,120,2020-01-02,Credit Sale
1248,480,2020-01-02,Credit Sale
1248,570,2020-01-02,Credit Sale
1248,1530,2020-01-03,Credit Sale
1248,420,2020-01-03,Credit Sale
1248,1014,2020-01-04,Credit Sale
1248,1800,2020-01-04,Credit Sale
1248,120,2020-01-05,Credit Sale
1248,30,2020-01-05,Credit Sale
1248,3600,2020-01-05,Credit Sale
1248,600,2020-01-06,Credit Sale
1248,864,2020-01-06,Credit Sale
1248,10500,2020-01-06,Credit Sale
1248,180,2020-01-07,Credit Sale
1248,600,2020-01-07,Credit Sale
1248,300,2020-01-07,Credit Sale
1248,564,2020-01-08,Credit Sale
1248,300,2020-01-08,Credit Sale
1248,600,2020-01-08,Credit Sale
1248,240,2020-01-09,Credit Sale
1248,780,2020-01-10,Credit Sale
1248,90,2020-01-10,Credit Sale
1248,600,2020-01-11,Credit Sale
1248,834,2020-01-11,Credit Sale
1248,864,2020-01-11,Credit Sale
1248,150,2020-01-11,Credit Sale
1248,420,2020-01-12,Credit Sale
1248,744,2020-01-13,Credit Sale
1248,120,2020-01-13,Credit Sale
1248,864,2020-01-13,Credit Sale
1248,45,2020-01-13,Credit Sale
1248,1500,2020-01-14,Credit Sale
1248,120,2020-01-14,Credit Sale
1248,720,2020-01-14,Credit Sale
1248,330,2020-01-14,Credit Sale
1248,246,2020-01-15,Credit Sale
1248,864,2020-01-16,Credit Sale
1248,90,2020-01-16,Credit Sale
1248,750,2020-01-16,Credit Sale
1248,330,2020-01-16,Credit Sale
1248,4860,2020-01-16,Credit Sale
1248,180,2020-01-16,Credit Sale
1248,1200,2020-01-17,Credit Sale
1248,30,2020-01-17,Credit Sale
1248,51,2020-01-17,Credit Sale
1248,1500,2020-01-17,Credit Sale
1248,864,2020-01-18,Credit Sale
1248,51,2020-01-19,Credit Sale
